item_id,incident_id,incident_name,state,start_year,report_date,target_date,target_personnel,baseline_persistence,day_of_run,run_length
alloc-2020_11733300_TADPOLE-2020-06-27,2020_11733300_TADPOLE,Tadpole,NM,2020,2020-06-27,2020-06-28,49.0,82.0,22,36
alloc-2020_11733300_TADPOLE-2020-07-03,2020_11733300_TADPOLE,Tadpole,NM,2020,2020-07-03,2020-07-04,24.0,26.0,28,36
alloc-2020_11733300_TADPOLE-2020-07-10,2020_11733300_TADPOLE,Tadpole,NM,2020,2020-07-10,2020-07-11,19.0,18.0,35,36
alloc-2020_11734918_TWIN-2020-06-29,2020_11734918_TWIN,Twin,NV,2020,2020-06-29,2020-06-30,141.0,141.0,4,11
alloc-2020_11734918_TWIN-2020-06-30,2020_11734918_TWIN,Twin,NV,2020,2020-06-30,2020-07-01,112.0,141.0,5,11
alloc-2020_11734918_TWIN-2020-07-01,2020_11734918_TWIN,Twin,NV,2020,2020-07-01,2020-07-02,54.0,112.0,6,11
alloc-2020_11734918_TWIN-2020-07-02,2020_11734918_TWIN,Twin,NV,2020,2020-07-02,2020-07-03,53.0,54.0,7,11
alloc-2020_11734918_TWIN-2020-07-03,2020_11734918_TWIN,Twin,NV,2020,2020-07-03,2020-07-04,8.0,53.0,8,11
alloc-2020_11734918_TWIN-2020-07-05,2020_11734918_TWIN,Twin,NV,2020,2020-07-05,2020-07-06,8.0,14.0,10,11
alloc-2020_11739703_CEDAR-2020-07-22,2020_11739703_CEDAR,Cedar,NV,2020,2020-07-22,2020-07-23,129.0,141.0,4,16
alloc-2020_11739703_CEDAR-2020-07-24,2020_11739703_CEDAR,Cedar,NV,2020,2020-07-24,2020-07-25,123.0,127.0,6,16
alloc-2020_11739703_CEDAR-2020-07-26,2020_11739703_CEDAR,Cedar,NV,2020,2020-07-26,2020-07-27,72.0,123.0,8,16
alloc-2020_11739703_CEDAR-2020-07-28,2020_11739703_CEDAR,Cedar,NV,2020,2020-07-28,2020-07-29,48.0,71.0,10,16
alloc-2020_11739703_CEDAR-2020-07-30,2020_11739703_CEDAR,Cedar,NV,2020,2020-07-30,2020-07-31,26.0,24.0,12,16
alloc-2020_11739703_CEDAR-2020-08-02,2020_11739703_CEDAR,Cedar,NV,2020,2020-08-02,2020-08-03,0.0,1.0,15,16
alloc-2020_11745720_CHIKAMIN-2020-08-06,2020_11745720_CHIKAMIN,CHIKAMIN,WA,2020,2020-08-06,2020-08-07,98.0,154.0,4,12
alloc-2020_11745720_CHIKAMIN-2020-08-07,2020_11745720_CHIKAMIN,CHIKAMIN,WA,2020,2020-08-07,2020-08-08,98.0,98.0,5,12
alloc-2020_11745720_CHIKAMIN-2020-08-08,2020_11745720_CHIKAMIN,CHIKAMIN,WA,2020,2020-08-08,2020-08-09,86.0,98.0,6,12
alloc-2020_11745720_CHIKAMIN-2020-08-10,2020_11745720_CHIKAMIN,CHIKAMIN,WA,2020,2020-08-10,2020-08-11,88.0,90.0,8,12
alloc-2020_11745720_CHIKAMIN-2020-08-11,2020_11745720_CHIKAMIN,CHIKAMIN,WA,2020,2020-08-11,2020-08-12,120.0,88.0,9,12
alloc-2020_11745720_CHIKAMIN-2020-08-13,2020_11745720_CHIKAMIN,CHIKAMIN,WA,2020,2020-08-13,2020-08-14,100.0,120.0,11,12
alloc-2020_11746793_UPPER PROVO-2020-08-03,2020_11746793_UPPER PROVO,Upper Provo,UT,2020,2020-08-03,2020-08-04,110.0,118.0,4,15
alloc-2020_11746793_UPPER PROVO-2020-08-05,2020_11746793_UPPER PROVO,Upper Provo,UT,2020,2020-08-05,2020-08-06,140.0,110.0,6,15
alloc-2020_11746793_UPPER PROVO-2020-08-07,2020_11746793_UPPER PROVO,Upper Provo,UT,2020,2020-08-07,2020-08-08,125.0,135.0,8,15
alloc-2020_11746793_UPPER PROVO-2020-08-09,2020_11746793_UPPER PROVO,Upper Provo,UT,2020,2020-08-09,2020-08-10,94.0,98.0,10,15
alloc-2020_11746793_UPPER PROVO-2020-08-11,2020_11746793_UPPER PROVO,Upper Provo,UT,2020,2020-08-11,2020-08-12,60.0,60.0,12,15
alloc-2020_11746793_UPPER PROVO-2020-08-13,2020_11746793_UPPER PROVO,Upper Provo,UT,2020,2020-08-13,2020-08-14,25.0,60.0,14,15
alloc-2020_11755341_BISHOP-2020-08-01,2020_11755341_BISHOP,Bishop,NV,2020,2020-08-01,2020-08-02,207.0,168.0,4,11
alloc-2020_11755341_BISHOP-2020-08-02,2020_11755341_BISHOP,Bishop,NV,2020,2020-08-02,2020-08-03,213.0,207.0,5,11
alloc-2020_11755341_BISHOP-2020-08-03,2020_11755341_BISHOP,Bishop,NV,2020,2020-08-03,2020-08-04,194.0,213.0,6,11
alloc-2020_11755341_BISHOP-2020-08-04,2020_11755341_BISHOP,Bishop,NV,2020,2020-08-04,2020-08-05,145.0,194.0,7,11
alloc-2020_11755341_BISHOP-2020-08-05,2020_11755341_BISHOP,Bishop,NV,2020,2020-08-05,2020-08-06,151.0,145.0,8,11
alloc-2020_11755341_BISHOP-2020-08-07,2020_11755341_BISHOP,Bishop,NV,2020,2020-08-07,2020-08-08,59.0,129.0,10,11
alloc-2020_11758289_POLLES-2020-07-08,2020_11758289_POLLES,Polles,AZ,2020,2020-07-08,2020-07-09,223.0,246.0,4,12
alloc-2020_11758289_POLLES-2020-07-09,2020_11758289_POLLES,Polles,AZ,2020,2020-07-09,2020-07-10,99.0,223.0,5,12
alloc-2020_11758289_POLLES-2020-07-10,2020_11758289_POLLES,Polles,AZ,2020,2020-07-10,2020-07-11,118.0,99.0,6,12
alloc-2020_11758289_POLLES-2020-07-12,2020_11758289_POLLES,Polles,AZ,2020,2020-07-12,2020-07-13,130.0,131.0,8,12
alloc-2020_11758289_POLLES-2020-07-13,2020_11758289_POLLES,Polles,AZ,2020,2020-07-13,2020-07-14,155.0,130.0,9,12
alloc-2020_11758289_POLLES-2020-07-15,2020_11758289_POLLES,Polles,AZ,2020,2020-07-15,2020-07-16,98.0,124.0,11,12
alloc-2020_11758807_MAHOGANY-2020-07-01,2020_11758807_MAHOGANY,MAHOGANY,NV,2020,2020-07-01,2020-07-02,194.0,192.0,4,17
alloc-2020_11758807_MAHOGANY-2020-07-03,2020_11758807_MAHOGANY,MAHOGANY,NV,2020,2020-07-03,2020-07-04,201.0,200.0,6,17
alloc-2020_11758807_MAHOGANY-2020-07-05,2020_11758807_MAHOGANY,MAHOGANY,NV,2020,2020-07-05,2020-07-06,101.0,188.0,8,17
alloc-2020_11758807_MAHOGANY-2020-07-08,2020_11758807_MAHOGANY,MAHOGANY,NV,2020,2020-07-08,2020-07-09,38.0,64.0,11,17
alloc-2020_11758807_MAHOGANY-2020-07-10,2020_11758807_MAHOGANY,MAHOGANY,NV,2020,2020-07-10,2020-07-11,22.0,43.0,13,17
alloc-2020_11758807_MAHOGANY-2020-07-13,2020_11758807_MAHOGANY,MAHOGANY,NV,2020,2020-07-13,2020-07-14,21.0,17.0,16,17
alloc-2020_11760471_MONARCH-2020-07-26,2020_11760471_MONARCH,Monarch,TX,2020,2020-07-26,2020-07-27,28.0,20.0,4,12
alloc-2020_11760471_MONARCH-2020-07-27,2020_11760471_MONARCH,Monarch,TX,2020,2020-07-27,2020-07-28,20.0,28.0,5,12
alloc-2020_11760471_MONARCH-2020-07-28,2020_11760471_MONARCH,Monarch,TX,2020,2020-07-28,2020-07-29,17.0,20.0,6,12
alloc-2020_11760471_MONARCH-2020-07-30,2020_11760471_MONARCH,Monarch,TX,2020,2020-07-30,2020-07-31,15.0,15.0,8,12
alloc-2020_11760471_MONARCH-2020-07-31,2020_11760471_MONARCH,Monarch,TX,2020,2020-07-31,2020-08-01,15.0,15.0,9,12
alloc-2020_11760471_MONARCH-2020-08-02,2020_11760471_MONARCH,Monarch,TX,2020,2020-08-02,2020-08-03,10.0,12.0,11,12
alloc-2020_11761034_CUB-2020-07-02,2020_11761034_CUB,Cub,NM,2020,2020-07-02,2020-07-03,1.0,1.0,4,21
alloc-2020_11761034_CUB-2020-07-05,2020_11761034_CUB,Cub,NM,2020,2020-07-05,2020-07-06,1.0,4.0,7,21
alloc-2020_11761034_CUB-2020-07-08,2020_11761034_CUB,Cub,NM,2020,2020-07-08,2020-07-09,5.0,5.0,10,21
alloc-2020_11761034_CUB-2020-07-11,2020_11761034_CUB,Cub,NM,2020,2020-07-11,2020-07-12,27.0,26.0,13,21
alloc-2020_11761034_CUB-2020-07-14,2020_11761034_CUB,Cub,NM,2020,2020-07-14,2020-07-15,35.0,20.0,16,21
alloc-2020_11761034_CUB-2020-07-18,2020_11761034_CUB,Cub,NM,2020,2020-07-18,2020-07-19,26.0,48.0,20,21
alloc-2020_11761909_GOOSE CREEK-2020-07-02,2020_11761909_GOOSE CREEK,Goose Creek,CO,2020,2020-07-02,2020-07-03,46.0,100.0,4,13
alloc-2020_11761909_GOOSE CREEK-2020-07-03,2020_11761909_GOOSE CREEK,Goose Creek,CO,2020,2020-07-03,2020-07-04,44.0,46.0,5,13
alloc-2020_11761909_GOOSE CREEK-2020-07-05,2020_11761909_GOOSE CREEK,Goose Creek,CO,2020,2020-07-05,2020-07-06,24.0,19.0,7,13
alloc-2020_11761909_GOOSE CREEK-2020-07-06,2020_11761909_GOOSE CREEK,Goose Creek,CO,2020,2020-07-06,2020-07-07,19.0,24.0,8,13
alloc-2020_11761909_GOOSE CREEK-2020-07-08,2020_11761909_GOOSE CREEK,Goose Creek,CO,2020,2020-07-08,2020-07-09,18.0,18.0,10,13
alloc-2020_11761909_GOOSE CREEK-2020-07-10,2020_11761909_GOOSE CREEK,Goose Creek,CO,2020,2020-07-10,2020-07-11,20.0,21.0,12,13
alloc-2020_11766300_WORTHINGTON-2020-08-03,2020_11766300_WORTHINGTON,Worthington,OR,2020,2020-08-03,2020-08-04,284.0,406.0,4,12
alloc-2020_11766300_WORTHINGTON-2020-08-04,2020_11766300_WORTHINGTON,Worthington,OR,2020,2020-08-04,2020-08-05,167.0,284.0,5,12
alloc-2020_11766300_WORTHINGTON-2020-08-05,2020_11766300_WORTHINGTON,Worthington,OR,2020,2020-08-05,2020-08-06,144.0,167.0,6,12
alloc-2020_11766300_WORTHINGTON-2020-08-07,2020_11766300_WORTHINGTON,Worthington,OR,2020,2020-08-07,2020-08-08,184.0,210.0,8,12
alloc-2020_11766300_WORTHINGTON-2020-08-08,2020_11766300_WORTHINGTON,Worthington,OR,2020,2020-08-08,2020-08-09,152.0,184.0,9,12
alloc-2020_11766300_WORTHINGTON-2020-08-10,2020_11766300_WORTHINGTON,Worthington,OR,2020,2020-08-10,2020-08-11,74.0,84.0,11,12
alloc-2020_11771025_DARK CANYON-2020-08-11,2020_11771025_DARK CANYON,DARK CANYON,NM,2020,2020-08-11,2020-08-12,15.0,15.0,4,13
alloc-2020_11771025_DARK CANYON-2020-08-12,2020_11771025_DARK CANYON,DARK CANYON,NM,2020,2020-08-12,2020-08-13,62.0,15.0,5,13
alloc-2020_11771025_DARK CANYON-2020-08-14,2020_11771025_DARK CANYON,DARK CANYON,NM,2020,2020-08-14,2020-08-15,62.0,62.0,7,13
alloc-2020_11771025_DARK CANYON-2020-08-15,2020_11771025_DARK CANYON,DARK CANYON,NM,2020,2020-08-15,2020-08-16,63.0,62.0,8,13
alloc-2020_11771025_DARK CANYON-2020-08-17,2020_11771025_DARK CANYON,DARK CANYON,NM,2020,2020-08-17,2020-08-18,48.0,48.0,10,13
alloc-2020_11771025_DARK CANYON-2020-08-19,2020_11771025_DARK CANYON,DARK CANYON,NM,2020,2020-08-19,2020-08-20,7.0,28.0,12,13
alloc-2020_11771435_PUMPKIN-2020-08-10,2020_11771435_PUMPKIN,PUMPKIN,ID,2020,2020-08-10,2020-08-11,123.0,155.0,4,13
alloc-2020_11771435_PUMPKIN-2020-08-11,2020_11771435_PUMPKIN,PUMPKIN,ID,2020,2020-08-11,2020-08-12,130.0,123.0,5,13
alloc-2020_11771435_PUMPKIN-2020-08-13,2020_11771435_PUMPKIN,PUMPKIN,ID,2020,2020-08-13,2020-08-14,150.0,145.0,7,13
alloc-2020_11771435_PUMPKIN-2020-08-14,2020_11771435_PUMPKIN,PUMPKIN,ID,2020,2020-08-14,2020-08-15,110.0,150.0,8,13
alloc-2020_11771435_PUMPKIN-2020-08-16,2020_11771435_PUMPKIN,PUMPKIN,ID,2020,2020-08-16,2020-08-17,87.0,79.0,10,13
alloc-2020_11771435_PUMPKIN-2020-08-18,2020_11771435_PUMPKIN,PUMPKIN,ID,2020,2020-08-18,2020-08-19,17.0,87.0,12,13
alloc-2020_11776240_PINE GULCH-2020-08-04,2020_11776240_PINE GULCH,Pine Gulch,CO,2020,2020-08-04,2020-08-05,140.0,97.0,4,53
alloc-2020_11776240_PINE GULCH-2020-08-13,2020_11776240_PINE GULCH,Pine Gulch,CO,2020,2020-08-13,2020-08-14,358.0,366.0,13,53
alloc-2020_11776240_PINE GULCH-2020-08-23,2020_11776240_PINE GULCH,Pine Gulch,CO,2020,2020-08-23,2020-08-24,311.0,299.0,23,53
alloc-2020_11776240_PINE GULCH-2020-09-01,2020_11776240_PINE GULCH,Pine Gulch,CO,2020,2020-09-01,2020-09-02,177.0,230.0,32,53
alloc-2020_11776240_PINE GULCH-2020-09-11,2020_11776240_PINE GULCH,Pine Gulch,CO,2020,2020-09-11,2020-09-12,39.0,68.0,42,53
alloc-2020_11776240_PINE GULCH-2020-09-21,2020_11776240_PINE GULCH,Pine Gulch,CO,2020,2020-09-21,2020-09-22,4.0,16.0,52,53
alloc-2020_11779064_BEAR CREEK-2020-08-14,2020_11779064_BEAR CREEK,Bear Creek,MT,2020,2020-08-14,2020-08-15,140.0,124.0,4,27
alloc-2020_11779064_BEAR CREEK-2020-08-18,2020_11779064_BEAR CREEK,Bear Creek,MT,2020,2020-08-18,2020-08-19,170.0,159.0,8,27
alloc-2020_11779064_BEAR CREEK-2020-08-22,2020_11779064_BEAR CREEK,Bear Creek,MT,2020,2020-08-22,2020-08-23,138.0,134.0,12,27
alloc-2020_11779064_BEAR CREEK-2020-08-27,2020_11779064_BEAR CREEK,Bear Creek,MT,2020,2020-08-27,2020-08-28,59.0,76.0,17,27
alloc-2020_11779064_BEAR CREEK-2020-08-31,2020_11779064_BEAR CREEK,Bear Creek,MT,2020,2020-08-31,2020-09-01,15.0,15.0,21,27
alloc-2020_11779064_BEAR CREEK-2020-09-05,2020_11779064_BEAR CREEK,Bear Creek,MT,2020,2020-09-05,2020-09-06,29.0,7.0,26,27
alloc-2020_11782951_HIGH BULL-2020-08-14,2020_11782951_HIGH BULL,High Bull,SD,2020,2020-08-14,2020-08-15,4.0,4.0,4,14
alloc-2020_11782951_HIGH BULL-2020-08-15,2020_11782951_HIGH BULL,High Bull,SD,2020,2020-08-15,2020-08-16,4.0,4.0,5,14
alloc-2020_11782951_HIGH BULL-2020-08-17,2020_11782951_HIGH BULL,High Bull,SD,2020,2020-08-17,2020-08-18,4.0,10.0,7,14
alloc-2020_11782951_HIGH BULL-2020-08-19,2020_11782951_HIGH BULL,High Bull,SD,2020,2020-08-19,2020-08-20,9.0,10.0,9,14
alloc-2020_11782951_HIGH BULL-2020-08-21,2020_11782951_HIGH BULL,High Bull,SD,2020,2020-08-21,2020-08-22,9.0,9.0,11,14
alloc-2020_11782951_HIGH BULL-2020-08-23,2020_11782951_HIGH BULL,High Bull,SD,2020,2020-08-23,2020-08-24,9.0,9.0,13,14
alloc-2020_11783977_CASSADORE SPRINGS-2020-08-06,2020_11783977_CASSADORE SPRINGS,Cassadore Springs,AZ,2020,2020-08-06,2020-08-07,117.0,107.0,4,15
alloc-2020_11783977_CASSADORE SPRINGS-2020-08-08,2020_11783977_CASSADORE SPRINGS,Cassadore Springs,AZ,2020,2020-08-08,2020-08-09,117.0,117.0,6,15
alloc-2020_11783977_CASSADORE SPRINGS-2020-08-10,2020_11783977_CASSADORE SPRINGS,Cassadore Springs,AZ,2020,2020-08-10,2020-08-11,126.0,117.0,8,15
alloc-2020_11783977_CASSADORE SPRINGS-2020-08-12,2020_11783977_CASSADORE SPRINGS,Cassadore Springs,AZ,2020,2020-08-12,2020-08-13,85.0,120.0,10,15
alloc-2020_11783977_CASSADORE SPRINGS-2020-08-14,2020_11783977_CASSADORE SPRINGS,Cassadore Springs,AZ,2020,2020-08-14,2020-08-15,48.0,56.0,12,15
alloc-2020_11783977_CASSADORE SPRINGS-2020-08-16,2020_11783977_CASSADORE SPRINGS,Cassadore Springs,AZ,2020,2020-08-16,2020-08-17,8.0,8.0,14,15
alloc-2020_11787540_LOST-2020-08-05,2020_11787540_LOST,Lost,NV,2020,2020-08-05,2020-08-06,180.0,182.0,4,10
alloc-2020_11787540_LOST-2020-08-06,2020_11787540_LOST,Lost,NV,2020,2020-08-06,2020-08-07,136.0,180.0,5,10
alloc-2020_11787540_LOST-2020-08-07,2020_11787540_LOST,Lost,NV,2020,2020-08-07,2020-08-08,94.0,136.0,6,10
alloc-2020_11787540_LOST-2020-08-08,2020_11787540_LOST,Lost,NV,2020,2020-08-08,2020-08-09,36.0,94.0,7,10
alloc-2020_11787540_LOST-2020-08-09,2020_11787540_LOST,Lost,NV,2020,2020-08-09,2020-08-10,31.0,36.0,8,10
alloc-2020_11787540_LOST-2020-08-10,2020_11787540_LOST,Lost,NV,2020,2020-08-10,2020-08-11,4.0,31.0,9,10
alloc-2020_11789031_GRIZZLY CREEK-2020-08-14,2020_11789031_GRIZZLY CREEK,Grizzly Creek,CO,2020,2020-08-14,2020-08-15,263.0,242.0,4,50
alloc-2020_11789031_GRIZZLY CREEK-2020-08-23,2020_11789031_GRIZZLY CREEK,Grizzly Creek,CO,2020,2020-08-23,2020-08-24,382.0,408.0,13,50
alloc-2020_11789031_GRIZZLY CREEK-2020-09-01,2020_11789031_GRIZZLY CREEK,Grizzly Creek,CO,2020,2020-09-01,2020-09-02,223.0,205.0,22,50
alloc-2020_11789031_GRIZZLY CREEK-2020-09-10,2020_11789031_GRIZZLY CREEK,Grizzly Creek,CO,2020,2020-09-10,2020-09-11,32.0,48.0,31,50
alloc-2020_11789031_GRIZZLY CREEK-2020-09-19,2020_11789031_GRIZZLY CREEK,Grizzly Creek,CO,2020,2020-09-19,2020-09-20,10.0,10.0,40,50
alloc-2020_11789031_GRIZZLY CREEK-2020-09-28,2020_11789031_GRIZZLY CREEK,Grizzly Creek,CO,2020,2020-09-28,2020-09-29,13.0,13.0,49,50
alloc-2020_11791612_BIG SUMMIT-2020-07-16,2020_11791612_BIG SUMMIT,Big Summit,NV,2020,2020-07-16,2020-07-17,133.0,170.0,4,10
alloc-2020_11791612_BIG SUMMIT-2020-07-17,2020_11791612_BIG SUMMIT,Big Summit,NV,2020,2020-07-17,2020-07-18,212.0,133.0,5,10
alloc-2020_11791612_BIG SUMMIT-2020-07-18,2020_11791612_BIG SUMMIT,Big Summit,NV,2020,2020-07-18,2020-07-19,248.0,212.0,6,10
alloc-2020_11791612_BIG SUMMIT-2020-07-19,2020_11791612_BIG SUMMIT,Big Summit,NV,2020,2020-07-19,2020-07-20,261.0,248.0,7,10
alloc-2020_11791612_BIG SUMMIT-2020-07-20,2020_11791612_BIG SUMMIT,Big Summit,NV,2020,2020-07-20,2020-07-21,187.0,261.0,8,10
alloc-2020_11791612_BIG SUMMIT-2020-07-21,2020_11791612_BIG SUMMIT,Big Summit,NV,2020,2020-07-21,2020-07-22,108.0,187.0,9,10
alloc-2020_11792229_FAWN CREEK-2020-07-17,2020_11792229_FAWN CREEK,FAWN CREEK,CO,2020,2020-07-17,2020-07-18,161.0,141.0,4,10
alloc-2020_11792229_FAWN CREEK-2020-07-18,2020_11792229_FAWN CREEK,FAWN CREEK,CO,2020,2020-07-18,2020-07-19,86.0,161.0,5,10
alloc-2020_11792229_FAWN CREEK-2020-07-19,2020_11792229_FAWN CREEK,FAWN CREEK,CO,2020,2020-07-19,2020-07-20,33.0,86.0,6,10
alloc-2020_11792229_FAWN CREEK-2020-07-20,2020_11792229_FAWN CREEK,FAWN CREEK,CO,2020,2020-07-20,2020-07-21,33.0,33.0,7,10
alloc-2020_11792229_FAWN CREEK-2020-07-21,2020_11792229_FAWN CREEK,FAWN CREEK,CO,2020,2020-07-21,2020-07-22,22.0,33.0,8,10
alloc-2020_11792229_FAWN CREEK-2020-07-22,2020_11792229_FAWN CREEK,FAWN CREEK,CO,2020,2020-07-22,2020-07-23,3.0,22.0,9,10
alloc-2020_11795427_VEYO WEST-2020-07-16,2020_11795427_VEYO WEST,Veyo West,UT,2020,2020-07-16,2020-07-17,84.0,80.0,4,11
alloc-2020_11795427_VEYO WEST-2020-07-17,2020_11795427_VEYO WEST,Veyo West,UT,2020,2020-07-17,2020-07-18,87.0,84.0,5,11
alloc-2020_11795427_VEYO WEST-2020-07-18,2020_11795427_VEYO WEST,Veyo West,UT,2020,2020-07-18,2020-07-19,32.0,87.0,6,11
alloc-2020_11795427_VEYO WEST-2020-07-19,2020_11795427_VEYO WEST,Veyo West,UT,2020,2020-07-19,2020-07-20,32.0,32.0,7,11
alloc-2020_11795427_VEYO WEST-2020-07-20,2020_11795427_VEYO WEST,Veyo West,UT,2020,2020-07-20,2020-07-21,6.0,32.0,8,11
alloc-2020_11795427_VEYO WEST-2020-07-22,2020_11795427_VEYO WEST,Veyo West,UT,2020,2020-07-22,2020-07-23,5.0,10.0,10,11
alloc-2020_11797475_HIDDEN-2020-08-30,2020_11797475_HIDDEN,Hidden,AZ,2020,2020-08-30,2020-08-31,257.0,258.0,4,20
alloc-2020_11797475_HIDDEN-2020-09-02,2020_11797475_HIDDEN,Hidden,AZ,2020,2020-09-02,2020-09-03,215.0,259.0,7,20
alloc-2020_11797475_HIDDEN-2020-09-05,2020_11797475_HIDDEN,Hidden,AZ,2020,2020-09-05,2020-09-06,103.0,110.0,10,20
alloc-2020_11797475_HIDDEN-2020-09-08,2020_11797475_HIDDEN,Hidden,AZ,2020,2020-09-08,2020-09-09,57.0,92.0,13,20
alloc-2020_11797475_HIDDEN-2020-09-11,2020_11797475_HIDDEN,Hidden,AZ,2020,2020-09-11,2020-09-12,31.0,31.0,16,20
alloc-2020_11797475_HIDDEN-2020-09-14,2020_11797475_HIDDEN,Hidden,AZ,2020,2020-09-14,2020-09-15,29.0,29.0,19,20
alloc-2020_11797905_LONE STAR-2020-08-26,2020_11797905_LONE STAR,Lone Star,WY,2020,2020-08-26,2020-08-27,23.0,23.0,4,35
alloc-2020_11797905_LONE STAR-2020-09-01,2020_11797905_LONE STAR,Lone Star,WY,2020,2020-09-01,2020-09-02,25.0,25.0,10,35
alloc-2020_11797905_LONE STAR-2020-09-07,2020_11797905_LONE STAR,Lone Star,WY,2020,2020-09-07,2020-09-08,16.0,20.0,16,35
alloc-2020_11797905_LONE STAR-2020-09-13,2020_11797905_LONE STAR,Lone Star,WY,2020,2020-09-13,2020-09-14,17.0,18.0,22,35
alloc-2020_11797905_LONE STAR-2020-09-19,2020_11797905_LONE STAR,Lone Star,WY,2020,2020-09-19,2020-09-20,16.0,16.0,28,35
alloc-2020_11797905_LONE STAR-2020-09-25,2020_11797905_LONE STAR,Lone Star,WY,2020,2020-09-25,2020-09-26,9.0,13.0,34,35
alloc-2020_11800125_EVANS CANYON-2020-09-04,2020_11800125_EVANS CANYON,EVANS CANYON,WA,2020,2020-09-04,2020-09-05,243.0,240.0,4,11
alloc-2020_11800125_EVANS CANYON-2020-09-05,2020_11800125_EVANS CANYON,EVANS CANYON,WA,2020,2020-09-05,2020-09-06,189.0,243.0,5,11
alloc-2020_11800125_EVANS CANYON-2020-09-06,2020_11800125_EVANS CANYON,EVANS CANYON,WA,2020,2020-09-06,2020-09-07,145.0,189.0,6,11
alloc-2020_11800125_EVANS CANYON-2020-09-07,2020_11800125_EVANS CANYON,EVANS CANYON,WA,2020,2020-09-07,2020-09-08,166.0,145.0,7,11
alloc-2020_11800125_EVANS CANYON-2020-09-08,2020_11800125_EVANS CANYON,EVANS CANYON,WA,2020,2020-09-08,2020-09-09,92.0,166.0,8,11
alloc-2020_11800125_EVANS CANYON-2020-09-10,2020_11800125_EVANS CANYON,EVANS CANYON,WA,2020,2020-09-10,2020-09-11,69.0,84.0,10,11
alloc-2020_11808283_BUCK-2020-08-30,2020_11808283_BUCK,BUCK,ID,2020,2020-08-30,2020-08-31,120.0,109.0,4,37
alloc-2020_11808283_BUCK-2020-09-05,2020_11808283_BUCK,BUCK,ID,2020,2020-09-05,2020-09-06,102.0,102.0,10,37
alloc-2020_11808283_BUCK-2020-09-11,2020_11808283_BUCK,BUCK,ID,2020,2020-09-11,2020-09-12,74.0,73.0,16,37
alloc-2020_11808283_BUCK-2020-09-18,2020_11808283_BUCK,BUCK,ID,2020,2020-09-18,2020-09-19,102.0,115.0,23,37
alloc-2020_11808283_BUCK-2020-09-24,2020_11808283_BUCK,BUCK,ID,2020,2020-09-24,2020-09-25,96.0,96.0,29,37
alloc-2020_11808283_BUCK-2020-10-01,2020_11808283_BUCK,BUCK,ID,2020,2020-10-01,2020-10-02,15.0,22.0,36,37
alloc-2020_11810925_BOBCAT-2020-09-06,2020_11810925_BOBCAT,BobCat,MT,2020,2020-09-06,2020-09-07,154.0,161.0,4,12
alloc-2020_11810925_BOBCAT-2020-09-07,2020_11810925_BOBCAT,BobCat,MT,2020,2020-09-07,2020-09-08,135.0,154.0,5,12
alloc-2020_11810925_BOBCAT-2020-09-08,2020_11810925_BOBCAT,BobCat,MT,2020,2020-09-08,2020-09-09,171.0,135.0,6,12
alloc-2020_11810925_BOBCAT-2020-09-10,2020_11810925_BOBCAT,BobCat,MT,2020,2020-09-10,2020-09-11,94.0,124.0,8,12
alloc-2020_11810925_BOBCAT-2020-09-11,2020_11810925_BOBCAT,BobCat,MT,2020,2020-09-11,2020-09-12,62.0,94.0,9,12
alloc-2020_11810925_BOBCAT-2020-09-13,2020_11810925_BOBCAT,BobCat,MT,2020,2020-09-13,2020-09-14,21.0,44.0,11,12
alloc-2020_11813372_STATE CREEK-2020-09-10,2020_11813372_STATE CREEK,State Creek,MT,2020,2020-09-10,2020-09-11,115.0,77.0,4,12
alloc-2020_11813372_STATE CREEK-2020-09-11,2020_11813372_STATE CREEK,State Creek,MT,2020,2020-09-11,2020-09-12,115.0,115.0,5,12
alloc-2020_11813372_STATE CREEK-2020-09-12,2020_11813372_STATE CREEK,State Creek,MT,2020,2020-09-12,2020-09-13,91.0,115.0,6,12
alloc-2020_11813372_STATE CREEK-2020-09-14,2020_11813372_STATE CREEK,State Creek,MT,2020,2020-09-14,2020-09-15,53.0,91.0,8,12
alloc-2020_11813372_STATE CREEK-2020-09-15,2020_11813372_STATE CREEK,State Creek,MT,2020,2020-09-15,2020-09-16,31.0,53.0,9,12
alloc-2020_11813372_STATE CREEK-2020-09-17,2020_11813372_STATE CREEK,State Creek,MT,2020,2020-09-17,2020-09-18,11.0,30.0,11,12
alloc-2020_11814404_EAST FORK-2020-08-29,2020_11814404_EAST FORK,East Fork,CO,2020,2020-08-29,2020-08-30,64.0,88.0,4,17
alloc-2020_11814404_EAST FORK-2020-08-31,2020_11814404_EAST FORK,East Fork,CO,2020,2020-08-31,2020-09-01,49.0,62.0,6,17
alloc-2020_11814404_EAST FORK-2020-09-02,2020_11814404_EAST FORK,East Fork,CO,2020,2020-09-02,2020-09-03,26.0,31.0,8,17
alloc-2020_11814404_EAST FORK-2020-09-05,2020_11814404_EAST FORK,East Fork,CO,2020,2020-09-05,2020-09-06,19.0,19.0,11,17
alloc-2020_11814404_EAST FORK-2020-09-07,2020_11814404_EAST FORK,East Fork,CO,2020,2020-09-07,2020-09-08,15.0,15.0,13,17
alloc-2020_11814404_EAST FORK-2020-09-10,2020_11814404_EAST FORK,East Fork,CO,2020,2020-09-10,2020-09-11,6.0,15.0,16,17
